ticker,date,open,high,low,close,adj_close,volume,fetched_at
AAPL,2025-12-12,277.7950134277344,279.2200012207031,276.82000732421875,278.2799987792969,278.2799987792969,38360082,2025-12-13T14:00:17.304234+00:00
AMZN,2025-12-12,230.02000427246094,230.0800018310547,225.1199951171875,226.19000244140625,226.19000244140625,33011277,2025-12-13T14:00:17.304234+00:00
GOOGL,2025-12-12,313.7200012207031,314.8500061035156,305.55999755859375,309.2900085449219,309.2900085449219,33928185,2025-12-13T14:00:17.304234+00:00
META,2025-12-12,650.2100219726562,711.0,638.6099853515625,644.22998046875,644.22998046875,13514653,2025-12-13T14:00:17.304234+00:00
MSFT,2025-12-12,479.82000732421875,482.45001220703125,476.3599853515625,478.5299987792969,478.5299987792969,20743536,2025-12-13T14:00:17.304234+00:00
NVDA,2025-12-12,181.25999450683594,182.82000732421875,174.6199951171875,175.02000427246094,175.02000427246094,192808886,2025-12-13T14:00:17.304234+00:00
TSLA,2025-12-12,448.0899963378906,463.010009765625,441.6700134277344,458.9599914550781,458.9599914550781,93562326,2025-12-13T14:00:17.304234+00:00
^IXIC,2025-12-12,23488.87109375,23554.888671875,23094.505859375,23195.169921875,23195.169921875,7600903000,2025-12-13T14:00:17.304234+00:00
^NDX,2025-12-12,25531.552734375,25605.875,25104.6796875,25196.734375,25196.734375,1306730000,2025-12-13T14:00:17.304234+00:00
^NDXE,2025-12-12,8818.802734375,8831.1728515625,8700.5224609375,8715.9052734375,8715.9052734375,0,2025-12-13T14:00:17.304234+00:00
^VIX,2025-12-12,14.989999771118164,17.850000381469727,14.850000381469727,15.739999771118164,15.739999771118164,0,2025-12-13T14:00:17.304234+00:00
