ticker,date,open,high,low,close,adj_close,volume,fetched_at
AAPL,2025-12-11,279.0950012207031,279.5799865722656,273.80999755859375,278.0299987792969,278.0299987792969,30285187,2025-12-12T14:00:19.757605+00:00
AAPL,2025-12-12,,,,,,,2025-12-12T14:00:19.757605+00:00
AMZN,2025-12-11,230.7100067138672,232.11000061035156,228.69009399414062,230.27999877929688,230.27999877929688,27812078,2025-12-12T14:00:19.757605+00:00
AMZN,2025-12-12,,,,,,,2025-12-12T14:00:19.757605+00:00
GOOGL,2025-12-11,320.0799865722656,321.1199951171875,308.6099853515625,312.42999267578125,312.42999267578125,39787942,2025-12-12T14:00:19.757605+00:00
GOOGL,2025-12-12,,,,,,,2025-12-12T14:00:19.757605+00:00
META,2025-12-11,642.72998046875,655.280029296875,640.7949829101562,652.7100219726562,652.7100219726562,12019018,2025-12-12T14:00:19.757605+00:00
META,2025-12-12,,,,,,,2025-12-12T14:00:19.757605+00:00
MSFT,2025-12-11,476.55999755859375,486.0299987792969,475.8599853515625,483.4700012207031,483.4700012207031,23182196,2025-12-12T14:00:19.757605+00:00
MSFT,2025-12-12,,,,,,,2025-12-12T14:00:19.757605+00:00
NVDA,2025-12-11,180.27499389648438,181.32000732421875,176.6199951171875,180.92999267578125,180.92999267578125,177101797,2025-12-12T14:00:19.757605+00:00
NVDA,2025-12-12,,,,,,,2025-12-12T14:00:19.757605+00:00
TSLA,2025-12-11,448.82501220703125,449.2698974609375,440.3299865722656,446.8900146484375,446.8900146484375,55139329,2025-12-12T14:00:19.757605+00:00
TSLA,2025-12-12,,,,,,,2025-12-12T14:00:19.757605+00:00
^IXIC,2025-12-11,23509.21875,23606.701171875,23308.951171875,23593.85546875,23593.85546875,7544200000,2025-12-12T14:00:19.757605+00:00
^IXIC,2025-12-12,,,,,,,2025-12-12T14:00:19.757605+00:00
^NDX,2025-12-11,25598.388671875,25696.291015625,25372.1796875,25686.685546875,25686.685546875,1141715000,2025-12-12T14:00:19.757605+00:00
^NDX,2025-12-12,,,,,,,2025-12-12T14:00:19.757605+00:00
^NDXE,2025-12-11,8775.6826171875,8817.7255859375,8746.2392578125,8816.7060546875,8816.7060546875,0,2025-12-12T14:00:19.757605+00:00
^NDXE,2025-12-12,,,,,,,2025-12-12T14:00:19.757605+00:00
^VIX,2025-12-11,,,,,,,2025-12-12T14:00:19.757605+00:00
^VIX,2025-12-12,14.989999771118164,15.289999961853027,14.920000076293945,15.0,15.0,0,2025-12-12T14:00:19.757605+00:00
