Date,Fear_Greed,Mkt_sp500,Mkt_sp125,Stock_Strength,Stock_breadth,Put_Call,Volatility,Volatility_50,Safe_Haven,Junk_Bonds,fetched_at
2025-12-11,48.4285714285714,6901.0,6534.0804,1.12735482774413,1138.88396676458,0.636153534513017,14.85,18.4638,2.69432754515162,1.33472105033407,2025-12-12T14:00:13.635713+00:00
2025-12-11,48.4285714285714,6901.0,6534.0804,1.12735482774413,1138.88396676458,0.636153534513017,14.85,18.4638,2.69728853412193,1.33472105033407,2025-12-12T14:00:13.635713+00:00
2025-12-11,48.4285714285714,6901.0,6534.0804,1.12735482774413,1138.88396676458,0.636145714786006,14.85,18.4638,2.69432754515162,1.33472105033407,2025-12-12T14:00:13.635713+00:00
2025-12-11,48.4285714285714,6901.0,6534.0804,1.12735482774413,1138.88396676458,0.636145714786006,14.85,18.4638,2.69728853412193,1.33472105033407,2025-12-12T14:00:13.635713+00:00
2025-12-11,48.4285714285714,6901.0,6534.0804,1.12735482774413,1138.88396676458,0.636153534513017,14.85,18.4638,2.69432754515162,1.33472105033407,2025-12-12T14:00:13.635713+00:00
2025-12-11,48.4285714285714,6901.0,6534.0804,1.12735482774413,1138.88396676458,0.636153534513017,14.85,18.4638,2.69728853412193,1.33472105033407,2025-12-12T14:00:13.635713+00:00
2025-12-11,48.4285714285714,6901.0,6534.0804,1.12735482774413,1138.88396676458,0.636145714786006,14.85,18.4638,2.69432754515162,1.33472105033407,2025-12-12T14:00:13.635713+00:00
2025-12-11,48.4285714285714,6901.0,6534.0804,1.12735482774413,1138.88396676458,0.636145714786006,14.85,18.4638,2.69728853412193,1.33472105033407,2025-12-12T14:00:13.635713+00:00
2025-12-11,48.4285714285714,6901.0,6534.0804,1.12735482774413,1138.88396676458,0.636153534513017,14.85,18.4638,2.69432754515162,1.33472105033407,2025-12-12T14:00:13.635713+00:00
2025-12-11,48.4285714285714,6901.0,6534.0804,1.12735482774413,1138.88396676458,0.636153534513017,14.85,18.4638,2.69728853412193,1.33472105033407,2025-12-12T14:00:13.635713+00:00
2025-12-11,48.4285714285714,6901.0,6534.0804,1.12735482774413,1138.88396676458,0.636145714786006,14.85,18.4638,2.69432754515162,1.33472105033407,2025-12-12T14:00:13.635713+00:00
2025-12-11,48.4285714285714,6901.0,6534.0804,1.12735482774413,1138.88396676458,0.636145714786006,14.85,18.4638,2.69728853412193,1.33472105033407,2025-12-12T14:00:13.635713+00:00
2025-12-11,48.4285714285714,6901.0,6534.0804,1.12735482774413,1138.88396676458,0.636153534513017,14.85,18.4638,2.69432754515162,1.33472105033407,2025-12-12T14:00:13.635713+00:00
2025-12-11,48.4285714285714,6901.0,6534.0804,1.12735482774413,1138.88396676458,0.636153534513017,14.85,18.4638,2.69728853412193,1.33472105033407,2025-12-12T14:00:13.635713+00:00
2025-12-11,48.4285714285714,6901.0,6534.0804,1.12735482774413,1138.88396676458,0.636145714786006,14.85,18.4638,2.69432754515162,1.33472105033407,2025-12-12T14:00:13.635713+00:00
2025-12-11,48.4285714285714,6901.0,6534.0804,1.12735482774413,1138.88396676458,0.636145714786006,14.85,18.4638,2.69728853412193,1.33472105033407,2025-12-12T14:00:13.635713+00:00
2025-12-12,48.4285714285714,,,1.52488132951091,1192.26376773345,,15.26,18.4364,,1.33472105033407,2025-12-12T14:00:13.635713+00:00
2025-12-12,48.4285714285714,,,1.52488132951091,1192.26376773345,,15.26,18.4364,,1.33472105033407,2025-12-12T14:00:13.635713+00:00
2025-12-12,48.4285714285714,,,1.52488132951091,1192.26376773345,,15.26,18.4364,,1.33472105033407,2025-12-12T14:00:13.635713+00:00
2025-12-12,48.4285714285714,,,1.52488132951091,1192.26376773345,,15.26,18.4364,,1.33472105033407,2025-12-12T14:00:13.635713+00:00
2025-12-12,48.4285714285714,,,1.52488132951091,1192.26376773345,,15.26,18.4364,,1.33472105033407,2025-12-12T14:00:13.635713+00:00
2025-12-12,48.4285714285714,,,1.52488132951091,1192.26376773345,,15.26,18.4364,,1.33472105033407,2025-12-12T14:00:13.635713+00:00
2025-12-12,48.4285714285714,,,1.52488132951091,1192.26376773345,,15.26,18.4364,,1.33472105033407,2025-12-12T14:00:13.635713+00:00
2025-12-12,48.4285714285714,,,1.52488132951091,1192.26376773345,,15.26,18.4364,,1.33472105033407,2025-12-12T14:00:13.635713+00:00
