Date,Fear_Greed,Mkt_sp500,Mkt_sp125,Stock_Strength,Stock_breadth,Put_Call,Volatility,Volatility_50,Safe_Haven,Junk_Bonds,fetched_at
2025-12-10,36.4,6886.68,6526.68816,0.933512350065194,1097.03311920699,0.653612757045054,15.77,18.4926,1.08490459844526,1.34036465662987,2025-12-11T14:00:11.320137+00:00
2025-12-10,36.4,6886.68,6526.68816,0.933512350065194,1097.03311920699,0.653612757045054,15.77,18.4926,1.0849045984452599,1.34036465662987,2025-12-11T14:00:11.320137+00:00
2025-12-10,36.4,6886.68,6526.68816,0.933512350065194,1097.03311920699,0.653612757045054,15.77,18.4926,1.08490459844526,1.34036465662987,2025-12-11T14:00:11.320137+00:00
2025-12-10,36.4,6886.68,6526.68816,0.933512350065194,1097.03311920699,0.653612757045054,15.77,18.4926,1.0849045984452599,1.34036465662987,2025-12-11T14:00:11.320137+00:00
2025-12-10,36.4,6886.68,6526.68816,0.933512350065194,1097.03311920699,0.653612757045054,15.77,18.4926,1.08490459844526,1.34036465662987,2025-12-11T14:00:11.320137+00:00
2025-12-10,36.4,6886.68,6526.68816,0.933512350065194,1097.03311920699,0.653612757045054,15.77,18.4926,1.0849045984452599,1.34036465662987,2025-12-11T14:00:11.320137+00:00
2025-12-10,36.4,6886.68,6526.68816,0.933512350065194,1097.03311920699,0.653612757045054,15.77,18.4926,1.08490459844526,1.34036465662987,2025-12-11T14:00:11.320137+00:00
2025-12-10,36.4,6886.68,6526.68816,0.933512350065194,1097.03311920699,0.653612757045054,15.77,18.4926,1.0849045984452599,1.34036465662987,2025-12-11T14:00:11.320137+00:00
2025-12-10,36.4,6886.68,6526.68816,0.933512350065194,1097.03311920699,0.653612757045054,15.77,18.4926,1.08490459844526,1.34036465662987,2025-12-11T14:00:11.320137+00:00
2025-12-10,36.4,6886.68,6526.68816,0.933512350065194,1097.03311920699,0.653612757045054,15.77,18.4926,1.0849045984452599,1.34036465662987,2025-12-11T14:00:11.320137+00:00
2025-12-10,36.4,6886.68,6526.68816,0.933512350065194,1097.03311920699,0.653612757045054,15.77,18.4926,1.08490459844526,1.34036465662987,2025-12-11T14:00:11.320137+00:00
2025-12-10,36.4,6886.68,6526.68816,0.933512350065194,1097.03311920699,0.653612757045054,15.77,18.4926,1.0849045984452599,1.34036465662987,2025-12-11T14:00:11.320137+00:00
2025-12-10,36.4,6886.68,6526.68816,0.933512350065194,1097.03311920699,0.653612757045054,15.77,18.4926,1.08490459844526,1.34036465662987,2025-12-11T14:00:11.320137+00:00
2025-12-10,36.4,6886.68,6526.68816,0.933512350065194,1097.03311920699,0.653612757045054,15.77,18.4926,1.0849045984452599,1.34036465662987,2025-12-11T14:00:11.320137+00:00
2025-12-10,36.4,6886.68,6526.68816,0.933512350065194,1097.03311920699,0.653612757045054,15.77,18.4926,1.08490459844526,1.34036465662987,2025-12-11T14:00:11.320137+00:00
2025-12-10,36.4,6886.68,6526.68816,0.933512350065194,1097.03311920699,0.653612757045054,15.77,18.4926,1.0849045984452599,1.34036465662987,2025-12-11T14:00:11.320137+00:00
2025-12-11,36.4,,,1.02394597303617,1141.55366588376,,15.89,18.4846,,1.3403646566298701,2025-12-11T14:00:11.320137+00:00
2025-12-11,36.4,,,1.02394597303617,1141.55366588376,,15.89,18.4846,,1.3403646566298701,2025-12-11T14:00:11.320137+00:00
2025-12-11,36.4,,,1.02394597303617,1141.55366588376,,15.89,18.4846,,1.3403646566298701,2025-12-11T14:00:11.320137+00:00
2025-12-11,36.4,,,1.02394597303617,1141.55366588376,,15.89,18.4846,,1.3403646566298701,2025-12-11T14:00:11.320137+00:00
2025-12-11,36.4,,,1.02394597303617,1141.55366588376,,15.89,18.4846,,1.3403646566298701,2025-12-11T14:00:11.320137+00:00
2025-12-11,36.4,,,1.02394597303617,1141.55366588376,,15.89,18.4846,,1.3403646566298701,2025-12-11T14:00:11.320137+00:00
2025-12-11,36.4,,,1.02394597303617,1141.55366588376,,15.89,18.4846,,1.3403646566298701,2025-12-11T14:00:11.320137+00:00
2025-12-11,36.4,,,1.02394597303617,1141.55366588376,,15.89,18.4846,,1.3403646566298701,2025-12-11T14:00:11.320137+00:00
