Date,Fear_Greed,Mkt_sp500,Mkt_sp125,Stock_Strength,Stock_breadth,Put_Call,Volatility,Volatility_50,Safe_Haven,Junk_Bonds,fetched_at
2022-12-08,55.6857142857143,3963.51,3907.33864,0.23302497573865003,1168.4252786935328,0.9204057408239334,22.29,26.250600000000006,-2.134281854058922,1.9930000000000003,2025-12-07T02:13:16.372834+00:00
2022-12-09,52.08571428571428,3934.38,3908.81664,0.15905670010987094,1129.3331773017824,0.9584581588015582,22.83,26.0704,-3.280279583490965,1.9746999999999997,2025-12-07T02:13:16.372834+00:00
2022-12-12,57.199999999999996,3990.56,3910.85728,-0.002508922446560237,1121.8030685465314,0.9425835723608695,25.0,25.938000000000002,-1.1471292353931422,1.9407,2025-12-07T02:13:16.372834+00:00
2022-12-13,59.17142857142858,4019.65,3912.6945599999995,-0.007048422914960519,1128.068762588662,0.914676416554995,22.55,25.787,-1.7932762034723928,1.9339000000000002,2025-12-07T02:13:16.372834+00:00
2022-12-14,60.94285714285714,3995.32,3915.32296,-0.13283631230666623,1117.2044679894825,0.8933539516291326,21.14,25.628400000000003,-1.187018804091898,1.9187,2025-12-07T02:13:16.372834+00:00
2022-12-15,60.142857142857146,3895.75,3917.0902399999995,-0.30150951137907195,1068.8976614425856,0.9226576293256923,22.83,25.514,-4.043506164159622,1.7647999999999997,2025-12-07T02:13:16.372834+00:00
2022-12-16,44.142857142857146,3852.36,3917.7908,-0.4770672639315659,997.6915729990271,0.9546355135460709,22.62,25.355999999999998,-5.807754728120031,2.0378,2025-12-07T02:13:16.372834+00:00
2022-12-19,39.971428571428575,3817.66,3918.25296,-0.7170697395511338,912.8153188304967,0.9957672735801818,22.42,25.1772,-5.475440187234987,2.0494,2025-12-07T02:13:16.372834+00:00
2022-12-20,38.314285714285724,3821.62,3918.4600800000003,-0.933079345431522,850.104668414524,1.014819030714583,21.48,24.957800000000002,-5.360875991464806,2.0393999999999997,2025-12-07T02:13:16.372834+00:00
2022-12-21,38.542857142857144,3878.44,3918.1936800000003,-0.9991704308492907,834.0407485540313,1.0764718929015882,20.07,24.6866,-4.1009636975512125,2.0195000000000003,2025-12-07T02:13:16.372834+00:00
2022-12-22,37.0,3822.39,3917.57192,-1.2987236622424645,795.3910124445354,1.1039877816725077,21.97,24.4546,-5.400503005772247,1.9995,2025-12-07T02:13:16.372834+00:00
2022-12-23,39.51428571428572,3844.82,3917.75808,-1.4160393968941443,784.1658457159165,1.0641350036334942,20.87,24.2332,-2.8822885514334216,2.0156,2025-12-07T02:13:16.372834+00:00
2022-12-27,39.94285714285714,3829.25,3917.84144,-1.50767388974205,778.1528244820978,1.0597314841436107,21.65,24.0258,-2.6742123963353346,2.0017,2025-12-07T02:13:16.372834+00:00
2022-12-28,35.51428571428572,3783.22,3917.82416,-1.684502744221246,739.029775725002,1.2100014463193463,22.14,23.8412,-5.592811656020498,1.9853000000000003,2025-12-07T02:13:16.372834+00:00
2022-12-29,37.142857142857146,3849.28,3918.0157600000002,-1.7316972721225437,747.0973575006587,1.1311545855602567,21.44,23.66,-3.5645370675449777,2.0255,2025-12-07T02:13:16.372834+00:00
2022-12-30,36.51428571428571,3839.5,3918.08064,-1.9008884450969887,744.8068345515916,1.0991615255415883,21.67,23.478199999999998,-3.05567835176228,2.0547000000000004,2025-12-07T02:13:16.372834+00:00
2023-01-03,36.6,3824.14,3917.9131199999997,-1.8816105786716553,743.9973434152108,1.0986993034867485,22.9,23.336599999999997,-3.511860360309352,2.0330999999999997,2025-12-07T02:13:16.372834+00:00
2023-01-04,39.857142857142854,3852.97,3917.51592,-1.814926032231039,779.6258780390976,1.1416301878195798,22.01,23.183000000000003,-1.525343360104868,2.0164,2025-12-07T02:13:16.372834+00:00
2023-01-05,44.17142857142858,3808.1,3916.7856799999995,-1.6446020672061905,798.7776249667902,1.0203728163323078,22.46,23.0352,-1.4473012928278306,1.9977999999999996,2025-12-07T02:13:16.372834+00:00
2023-01-06,45.714285714285715,3895.08,3917.1108799999997,-1.4625729027774943,853.000374631735,1.008546143572575,21.13,22.888599999999997,-1.8375764349809494,2.0005999999999995,2025-12-07T02:13:16.372834+00:00
2023-01-09,47.2,3892.09,3917.6972,-1.2917586909741268,908.092141341034,0.9970619808164983,21.97,22.7824,-2.176850383288808,1.9774,2025-12-07T02:13:16.372834+00:00
2023-01-10,49.65714285714286,3919.25,3918.63696,-1.1849877523240682,980.2644871721659,0.9969502705430013,20.58,22.6462,-2.3517195633713306,1.9636,2025-12-07T02:13:16.372834+00:00
2023-01-11,54.228571428571435,3969.61,3920.0708000000004,-0.9871441278431639,1064.571212700565,0.9763204527307255,21.09,22.553,-1.2347652306718482,1.9546,2025-12-07T02:13:16.372834+00:00
2023-01-12,56.68571428571429,3983.17,3921.03088,-0.8870014918018015,1160.706367100739,0.94693126848074,18.83,22.412,-0.8678109628949195,1.9623999999999997,2025-12-07T02:13:16.372834+00:00
2023-01-13,61.31428571428571,3999.09,3922.3768000000005,-0.6866560599387667,1252.3204285786367,0.9384831764505401,18.35,22.262800000000002,2.6065045028853784,1.9714000000000003,2025-12-07T02:13:16.372834+00:00
2023-01-17,64.14285714285714,3990.97,3922.81104,-0.3877383728696538,1323.991922835917,0.9215546246568694,19.36,22.132800000000003,3.7451924294585077,1.9607,2025-12-07T02:13:16.372834+00:00
2023-01-18,58.42857142857143,3928.86,3922.56272,-0.0498751510138861,1347.6784765118853,0.9717844904759845,20.34,22.033599999999996,0.7766151971750253,1.9589999999999996,2025-12-07T02:13:16.372834+00:00
2023-01-19,55.42857142857144,3898.85,3921.76192,0.16065620358526514,1346.5299184163034,0.9677841660098412,20.52,21.952999999999996,-0.6267001292762631,1.9776,2025-12-07T02:13:16.372834+00:00
2023-01-20,58.542857142857144,3972.61,3921.8497599999996,0.435088996374996,1379.474920868543,0.9517225682994714,19.85,21.863000000000003,0.5259507067434731,1.9988,2025-12-07T02:13:16.372834+00:00
2023-01-23,63.60000000000001,4019.81,3922.27352,0.5992304105164102,1429.01937724294,0.9371107185353379,19.81,21.7484,3.4723503581857744,1.9851,2025-12-07T02:13:16.372834+00:00
2023-01-24,63.0,4016.95,3923.0407200000004,0.9580079174880644,1460.3367831766848,0.9456162413949543,19.2,21.610599999999998,1.806211427008445,1.9680999999999997,2025-12-07T02:13:16.372834+00:00
2023-01-25,63.88571428571429,4016.22,3922.9815999999996,1.1026544372459781,1495.1803204344233,0.9027838966585124,19.08,21.5216,1.2462014808344684,1.9888999999999997,2025-12-07T02:13:16.372834+00:00
2023-01-26,68.02857142857144,4060.43,3922.8855999999996,1.3826357496838064,1537.679032400997,0.8694109218339863,18.73,21.4458,3.8308779847885575,1.9917999999999998,2025-12-07T02:13:16.372834+00:00
2023-01-27,69.2,4070.56,3922.40776,1.7512736243440814,1578.528433188971,0.84542344798259,18.51,21.3414,2.927569904461229,1.9774,2025-12-07T02:13:16.372834+00:00
2023-01-30,67.45714285714287,4017.77,3921.60088,1.862554574112501,1583.1514440484898,0.8549028984253162,19.94,21.2494,1.6935154936243078,1.9757999999999998,2025-12-07T02:13:16.372834+00:00
2023-01-31,70.34285714285716,4076.6,3921.48416,2.0593597126876686,1623.5840581224795,0.8482368825109756,19.4,21.1552,3.963001743323444,1.9795,2025-12-07T02:13:16.372834+00:00
2023-02-01,82.17142857142858,4119.21,3921.19648,2.2435501289649356,1672.416221928079,0.8214136580398135,17.87,21.034000000000002,4.536731288734349,1.8050999999999997,2025-12-07T02:13:16.372834+00:00
2023-02-02,75.2,4179.76,3921.41904,2.4682727449216535,1724.7400897997866,0.7861098266928079,18.73,20.946199999999997,7.231981828305767,1.9947,2025-12-07T02:13:16.372834+00:00
2023-02-03,76.14285714285714,4136.48,3921.3493599999997,2.622824378999374,1739.3244905077129,0.807135320917105,18.33,20.8656,6.06629856018526,1.9396999999999998,2025-12-07T02:13:16.372834+00:00
2023-02-06,75.91428571428573,4111.08,3921.1175200000002,2.6250498683242958,1725.3851843979983,0.7963111373721953,19.43,20.828400000000002,6.601228492738856,1.9406,2025-12-07T02:13:16.372834+00:00
2023-02-07,76.34285714285714,4164.0,3921.44976,2.594005943100182,1724.1650176663252,0.7878513433224797,18.66,20.7946,6.820683170170497,1.9609,2025-12-07T02:13:16.372834+00:00
2023-02-08,74.62857142857142,4117.86,3920.7107199999996,2.596658010471999,1697.46492215664,0.7774695172065152,19.63,20.777200000000004,4.637129913328499,1.9488,2025-12-07T02:13:16.372834+00:00
2023-02-09,72.62857142857143,4081.5,3919.7045599999997,2.601855179152495,1643.7623014050923,0.8048782321585971,20.71,20.7472,4.675306062883168,1.9651000000000003,2025-12-07T02:13:16.372834+00:00
2023-02-10,72.4857142857143,4090.46,3918.1870400000003,2.498454868438007,1598.3082870999215,0.8394458606507358,20.53,20.72,4.445996555116,1.9576000000000002,2025-12-07T02:13:16.372834+00:00
2023-02-13,71.82857142857144,4137.29,3916.9082399999998,2.4758000616180644,1583.7718928134202,0.8598060188928841,20.34,20.7152,5.300937771573286,1.9795,2025-12-07T02:13:16.372834+00:00
2023-02-14,73.25714285714287,4136.13,3915.5556799999995,2.449636749402743,1567.1840787005679,0.8688246990455462,18.91,20.696600000000004,8.666849499446462,1.9761999999999995,2025-12-07T02:13:16.372834+00:00
2023-02-15,73.65714285714284,4147.6,3914.5441600000004,2.4431781634912073,1561.8971156394066,0.8675906642562217,18.23,20.68,9.866917410533826,1.9815,2025-12-07T02:13:16.372834+00:00
2023-02-16,70.71428571428572,4090.41,3912.99752,2.5304561869566293,1529.1519524924774,0.8785246685917324,20.17,20.668400000000002,6.218547816629087,1.9808,2025-12-07T02:13:16.372834+00:00
2023-02-17,69.48571428571428,4079.09,3911.8024000000005,2.5402816459855555,1487.916637623714,0.8658824756911703,20.02,20.6254,4.138283566516647,1.9802,2025-12-07T02:13:16.372834+00:00
2023-02-21,65.91428571428573,3997.34,3910.6771999999996,2.4443188042000914,1411.2479512308435,0.8762917214281376,22.87,20.6292,3.805182329048955,1.9991999999999996,2025-12-07T02:13:16.372834+00:00
